gid,role,role_score,cluster_id,priority_score,rank,evidence,depth,is_seed,censored,seeds_upstream,seeds_direct,in_degree,out_degree,in_tx,out_tx,in_sum_kzt,out_sum_kzt,retention,fast_out_share,sync_in_max,co_senders,routes_mid,routes_any,pagerank,betweenness,hub_in,hub_out,clusters_touched,peer_in_degree,peer_out_degree,peer_volume,peer_betweenness,depth_outliers
100000004806903100,terminal,0.5346,9,0.2269,954,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,2,0,1,0,1,0,18000.0,0.0,1.0,0.0,1,0,0,0,0.00053354,0.0,1,0,0,0.0,0.0,0.1345,0.0,
100000008571243100,terminal,0.6062,17,0.2268,955,Конечная точка в данных: получает от 1 плательщ. (134 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,134000.0,0.0,1.0,0.0,1,0,0,0,0.00030626,0.0,1,0,0,0.0,0.0,0.6003,0.0,
100000006008169100,terminal,0.58,29,0.2266,956,Конечная точка в данных: получает от 1 плательщ. (70 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,70000.0,0.0,1.0,0.0,1,0,0,0,0.00029719,0.0,1,0,0,0.0,0.0,0.4544,0.0,
100000008516839100,consolidator,0.417,15,0.2264,957,"Признаки консолидации: деньги от 3 seed (1 напрямую); получает от 3 плательщ. (155 тыс ₸); исходящих ≥5 тыс ₸ нет; seed, входящие занижены",0,True,False,3,1,3,0,4,0,155000.0,0.0,,0.0,2,0,0,0,0.00106958,0.0,0,0,0,0.8375,0.0,0.5875,0.0,
100000004689658100,peripheral,0.6841,27,0.2263,958,"Периферия, явных признаков нет: получает от 1 плательщ. (456 тыс ₸); платит 1 получат. (7 тыс ₸); отдаёт дальше 2% полученного",3,False,False,1,0,1,1,1,1,456100.0,7092.0,0.9845,0.0,1,0,0,0,0.00038632,1.922e-05,1,0,0,0.0,0.6409,0.8477,0.7297,
100000008417029100,terminal,0.5969,11,0.2263,959,Конечная точка в данных: получает от 1 плательщ. (100 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,100000.0,0.0,1.0,0.0,1,0,0,0,0.00030663,0.0,1,0,0,0.0,0.0,0.5317,0.0,
100000002609774100,peripheral,0.5411,13,0.2262,960,"Периферия, явных признаков нет: получает от 1 плательщ. (8 тыс ₸); платит 1 получат. (28 тыс ₸); отдаёт в 3.6 раза больше видимого входа; повтор. маршрутов: 1",1,False,False,1,1,1,1,1,1,7700.0,27500.0,0.0,0.0,1,0,0,1,0.0002864,0.0002797,1,0,1,0.0,0.6476,0.2739,0.9384,
100000002983426100,terminal,0.5887,13,0.226,961,Конечная точка в данных: получает от 1 плательщ. (89 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,88945.0,0.0,1.0,0.0,1,0,0,0,0.00031871,0.0,1,0,0,0.0,0.0,0.5089,0.0,
100000006020215100,peripheral,0.5977,3,0.226,962,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (30 тыс ₸); платит 2 получат. (34 тыс ₸); отдаёт в 1.1 раза больше видимого входа",3,False,False,2,0,1,2,1,2,30000.0,33800.0,0.0,0.0,1,1,0,0,0.00029667,6.056e-05,1,0,1,0.0,0.8363,0.4518,0.9315,
100000001684867100,terminal,0.5403,4,0.2259,963,Конечная точка в данных: получает от 1 плательщ. (31 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,30550.0,0.0,1.0,0.0,1,0,0,1,0.00028885,0.0,1,0,0,0.0,0.0,0.2463,0.0,
100000000646541100,terminal,0.6093,3,0.2258,964,Конечная точка в данных: получает от 3 плательщ. (25 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,3,0,4,0,25300.0,0.0,1.0,0.0,1,0,0,0,0.00050586,0.0,1,0,1,0.8503,0.0,0.2234,0.0,
100000002479804100,peripheral,0.5249,37,0.2257,965,"Периферия, явных признаков нет: получает от 1 плательщ. (46 тыс ₸); платит 2 получат. (35 тыс ₸); отдаёт дальше 77% полученного; 65% уходит ≤2 дн. после поступления",1,False,False,1,1,1,2,1,2,46000.0,35300.0,0.2326,0.6516,1,0,0,0,0.00029697,1.78e-06,1,0,0,0.0,0.7834,0.4968,0.7219,
100000002182176100,terminal,0.5538,3,0.2255,966,Конечная точка в данных: получает от 1 плательщ. (42 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,42465.0,0.0,1.0,0.0,1,0,0,0,0.00029354,0.0,1,0,0,0.0,0.0,0.3248,0.0,
100000001601320100,peripheral,0.7806,17,0.2255,967,"Периферия, явных признаков нет: получает от 2 плательщ. (44 тыс ₸); платит 1 получат. (46 тыс ₸); отдаёт в 1.1 раза больше видимого входа; повтор. маршрутов: 1",2,False,False,1,0,2,1,2,1,43500.0,46200.0,0.0,0.0,1,0,0,1,0.00081176,9.9e-07,1,0,0,0.731,0.5835,0.5011,0.679,
100000008737958100,terminal,0.6091,35,0.2254,968,Конечная точка в данных: получает от 2 плательщ. (53 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,2,0,2,0,53373.0,0.0,1.0,0.0,1,0,0,0,0.00029963,0.0,2,0,0,0.6624,0.0,0.4034,0.0,
100000001835625100,terminal,0.6326,23,0.2254,969,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (75 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,1,0,1,0,75130.0,0.0,1.0,0.0,1,0,0,0,0.000288,0.0,1,0,0,0.0,0.0,0.4797,0.0,
100000005932987100,terminal,0.5289,12,0.2252,970,Конечная точка в данных: получает от 1 плательщ. (25 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,3,0,25000.0,0.0,1.0,0.0,1,0,0,1,0.00041181,0.0,1,0,0,0.0,0.0,0.2039,0.0,
100000004959752100,terminal,0.5451,27,0.2252,971,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (22 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,1,0,1,0,22200.0,0.0,1.0,0.0,1,0,0,0,0.00078487,0.0,1,0,0,0.0,0.0,0.1904,0.0,
100000008376089100,terminal,0.6063,16,0.2251,972,Конечная точка в данных: получает от 1 плательщ. (135 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,135000.0,0.0,1.0,0.0,1,0,0,0,0.00030244,0.0,1,0,0,0.0,0.0,0.5835,0.0,
100000006714366100,peripheral,0.3843,3,0.225,973,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (10 тыс ₸); платит 1 получат. (5 тыс ₸); отдаёт дальше 48% полученного; 100% уходит ≤2 дн. после поступления",3,False,False,2,0,1,1,1,1,10500.0,5000.0,0.5238,1.0,1,0,0,0,0.00028946,1.922e-05,1,0,0,0.0,0.6409,0.1091,0.7297,
100000004192865100,terminal,0.5777,36,0.2249,974,Конечная точка в данных: получает от 1 плательщ. (67 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,66666.0,0.0,1.0,0.0,1,0,0,0,0.00055581,0.0,0,0,0,0.0,0.0,0.4512,0.0,
100000002926970100,terminal,0.5874,13,0.2243,975,Конечная точка в данных: получает от 1 плательщ. (85 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,85000.0,0.0,1.0,0.0,1,0,0,0,0.00031724,0.0,1,0,0,0.0,0.0,0.4987,0.0,
100000004071444100,peripheral,0.7061,2,0.2242,976,"Периферия, явных признаков нет: получает от 1 плательщ. (247 тыс ₸); платит 1 получат. (100 тыс ₸); отдаёт дальше 40% полученного",3,False,False,1,0,1,1,1,1,247350.0,100000.0,0.5957,0.0,1,0,0,0,0.0003075,1.922e-05,1,0,0,0.0,0.6409,0.7906,0.7297,
100000002852402100,terminal,0.5711,4,0.224,977,Конечная точка в данных: получает от 1 плательщ. (55 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,55000.0,0.0,1.0,0.0,1,0,0,0,0.00032702,0.0,0,0,0,0.0,0.0,0.4078,0.0,
100000002457464100,terminal,0.6026,37,0.2237,978,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (67 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,2,0,1,0,1,0,66647.0,0.0,1.0,0.0,1,0,0,0,0.00032217,0.0,1,0,0,0.0,0.0,0.449,0.0,
100000000611474100,terminal,0.5424,14,0.2237,979,Конечная точка в данных: получает от 1 плательщ. (32 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,32000.0,0.0,1.0,0.0,1,0,0,0,0.00059562,0.0,0,0,0,0.0,0.0,0.2957,0.0,
100000003610172100,terminal,0.63,23,0.2237,980,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (70 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,1,0,1,0,70000.0,0.0,1.0,0.0,1,0,0,0,0.00028784,0.0,1,0,0,0.0,0.0,0.467,0.0,
100000000795374100,terminal,0.5657,2,0.2236,981,Конечная точка в данных: получает от 1 плательщ. (50 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,50000.0,0.0,1.0,0.0,1,0,0,1,0.00029574,0.0,1,0,0,0.0,0.0,0.3959,0.0,
100000005767403100,peripheral,0.7057,12,0.2235,982,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (1.1 млн ₸); по обороту выше 97% узлов 4-го колена",4,False,True,0,0,1,0,2,0,1100000.0,0.0,,0.0,1,0,0,0,0.00108186,0.0,1,0,0,0.0,,0.9797,0.0,volume
100000002952631100,terminal,0.5603,4,0.2233,983,Конечная точка в данных: получает от 1 плательщ. (48 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,48050.0,0.0,1.0,0.0,1,0,0,0,0.00029074,0.0,1,0,0,0.0,0.0,0.3631,0.0,
100000001169666100,peripheral,0.7113,17,0.2233,984,"Периферия, явных признаков нет: получает от 1 плательщ. (220 тыс ₸); платит 1 получат. (24 тыс ₸); отдаёт дальше 11% полученного",3,False,False,1,0,1,1,2,1,220000.0,24000.0,0.8909,0.0,1,0,0,0,0.00031954,2.199e-05,1,0,0,0.0,0.6409,0.7221,0.8566,
100000008729597100,terminal,0.5863,2,0.2232,985,Конечная точка в данных: получает от 1 плательщ. (83 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,83090.0,0.0,1.0,0.0,1,0,0,0,0.00030247,0.0,1,0,0,0.0,0.0,0.4911,0.0,
100000003292191100,terminal,0.6008,11,0.2231,986,Конечная точка в данных: получает от 1 плательщ. (112 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,112000.0,0.0,1.0,0.0,1,0,0,0,0.00029963,0.0,1,0,0,0.0,0.0,0.5622,0.0,
100000003574895100,peripheral,0.3365,30,0.2231,987,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (28 тыс ₸); платит 1 получат. (20 тыс ₸); отдаёт дальше 72% полученного; 100% уходит ≤2 дн. после поступления",3,False,False,2,0,1,1,1,1,27968.0,20000.0,0.2849,1.0,1,0,0,0,0.00028714,1.922e-05,1,0,0,0.0,0.6409,0.3909,0.7297,
100000008383405100,terminal,0.5289,5,0.223,988,Конечная точка в данных: получает от 1 плательщ. (25 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,2,0,25000.0,0.0,1.0,0.0,1,0,0,0,0.00030603,0.0,0,0,0,0.0,0.0,0.1911,0.0,
100000002454724100,terminal,0.6042,16,0.223,989,Конечная точка в данных: получает от 1 плательщ. (125 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,3,0,125000.0,0.0,1.0,0.0,1,0,0,0,0.00030119,0.0,1,0,0,0.0,0.0,0.5792,0.0,
100000002861485100,terminal,0.5361,4,0.2229,990,Конечная точка в данных: получает от 1 плательщ. (29 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,29323.0,0.0,1.0,0.0,1,0,0,1,0.00028872,0.0,1,0,0,0.0,0.0,0.2335,0.0,
100000003567087100,terminal,0.5751,35,0.2228,991,Конечная точка в данных: получает от 1 плательщ. (62 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,62115.0,0.0,1.0,0.0,1,0,0,0,0.00029861,0.0,1,0,0,0.0,0.0,0.4331,0.0,
100000007653003100,terminal,0.5969,10,0.2227,992,Конечная точка в данных: получает от 1 плательщ. (100 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,100000.0,0.0,1.0,0.0,1,0,0,0,0.00030131,0.0,1,0,0,0.0,0.0,0.5317,0.0,
100000006532229100,terminal,0.5985,11,0.2227,993,Конечная точка в данных: получает от 1 плательщ. (105 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,105000.0,0.0,1.0,0.0,1,0,0,0,0.00030064,0.0,1,0,0,0.0,0.0,0.552,0.0,
100000001785161100,terminal,0.5798,16,0.2225,994,Конечная точка в данных: получает от 2 плательщ. (30 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,2,0,2,0,30000.0,0.0,1.0,0.0,1,0,0,1,0.00033122,0.0,2,0,0,0.8414,0.0,0.2779,0.0,
100000002459093100,peripheral,0.6804,13,0.2224,995,"Периферия, явных признаков нет: получает от 1 плательщ. (500 тыс ₸); платит 1 получат. (55 тыс ₸); отдаёт дальше 11% полученного",2,False,False,1,0,1,1,2,3,500000.0,55000.0,0.89,0.0,1,0,0,0,0.00038925,1.19e-06,1,0,0,0.0,0.5835,0.8416,0.6833,
100000000802149100,terminal,0.598,2,0.2221,996,Конечная точка в данных: получает от 1 плательщ. (104 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,104128.0,0.0,1.0,0.0,1,0,0,0,0.0002948,0.0,1,0,0,0.0,0.0,0.5495,0.0,
100000008583360100,peripheral,0.7295,13,0.2221,997,"Периферия, явных признаков нет: получает от 1 плательщ. (113 тыс ₸); платит 1 получат. (170 тыс ₸); отдаёт в 1.5 раза больше видимого входа",3,False,False,1,0,1,1,1,1,112843.0,170000.0,0.0,0.0,1,0,0,0,0.00032761,1.922e-05,1,0,0,0.0,0.6409,0.75,0.7297,
100000002975437100,peripheral,0.6788,18,0.2218,998,"Периферия, явных признаков нет: получает от 1 плательщ. (530 тыс ₸); платит 1 получат. (8 тыс ₸); отдаёт дальше 2% полученного",3,False,False,1,0,1,1,2,1,530000.0,8500.0,0.984,0.0,1,1,0,0,0.00052101,0.0,1,1,0,0.0,0.6409,0.8769,0.0,
100000001275752100,terminal,0.6118,11,0.2216,999,Конечная точка в данных: получает от 1 плательщ. (152 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,151500.0,0.0,1.0,0.0,1,0,0,0,0.00029337,0.0,1,0,0,0.0,0.0,0.632,0.0,
100000002528544100,terminal,0.6205,27,0.2215,1000,Конечная точка в данных: получает от 1 плательщ. (193 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,192912.0,0.0,1.0,0.0,1,0,0,0,0.00029931,0.0,1,0,0,0.0,0.0,0.6827,0.0,
100000002540623100,terminal,0.5969,31,0.2214,1001,Конечная точка в данных: получает от 1 плательщ. (100 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,100000.0,0.0,1.0,0.0,1,0,0,0,0.00033322,0.0,1,0,0,0.0,0.0,0.5336,0.0,
100000004671609100,terminal,0.5969,11,0.2214,1002,Конечная точка в данных: получает от 1 плательщ. (100 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,100000.0,0.0,1.0,0.0,1,0,0,0,0.00030024,0.0,1,0,0,0.0,0.0,0.5317,0.0,
100000002836052100,terminal,0.5751,27,0.2213,1003,Конечная точка в данных: деньги от 4 seed; получает от 1 плательщ. (15 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,4,0,1,0,1,0,15000.0,0.0,1.0,0.0,1,0,0,0,0.00030567,0.0,0,0,0,0.0,0.0,0.102,0.0,
100000005367284100,peripheral,0.5605,2,0.2213,1004,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (14 тыс ₸); платит 2 получат. (48 тыс ₸); отдаёт в 3.5 раза больше видимого входа; 28% уходит ≤2 дн. после поступления",3,False,False,2,0,1,2,1,5,13700.0,48300.0,0.0,0.2836,1,0,0,0,0.00028914,3.844e-05,1,0,0,0.0,0.8363,0.448,0.8731,
100000002877262100,terminal,0.5969,11,0.2211,1005,Конечная точка в данных: получает от 1 плательщ. (100 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,100000.0,0.0,1.0,0.0,1,0,0,0,0.00029992,0.0,1,0,0,0.0,0.0,0.5317,0.0,
100000008579978100,peripheral,0.5718,23,0.2211,1006,"Периферия, явных признаков нет: деньги от 3 seed; получает от 1 плательщ. (34 тыс ₸); платит 1 получат. (77 тыс ₸); отдаёт в 2.3 раза больше видимого входа; 35% уходит ≤2 дн. после поступления",3,False,False,3,0,1,1,1,6,34000.0,77000.0,0.0,0.3506,1,0,0,0,0.00028667,1.922e-05,1,0,0,0.0,0.6409,0.5596,0.7297,
100000001934935100,terminal,0.6277,30,0.2211,1007,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (119 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,1,0,1,0,118935.0,0.0,1.0,0.0,1,0,0,0,0.00029227,0.0,1,0,0,0.0,0.0,0.5774,0.0,
100000002677201100,peripheral,0.7296,11,0.221,1008,"Периферия, явных признаков нет: получает от 1 плательщ. (150 тыс ₸); платит 1 получат. (88 тыс ₸); отдаёт дальше 58% полученного",3,False,False,1,0,1,1,1,1,150000.0,87750.0,0.415,0.0,1,0,0,0,0.00030891,2.14e-05,1,0,0,0.0,0.6409,0.7157,0.8439,
100000000560751100,terminal,0.5289,3,0.221,1009,Конечная точка в данных: получает от 1 плательщ. (25 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,25000.0,0.0,1.0,0.0,1,0,0,0,0.00055245,0.0,0,0,0,0.0,0.0,0.2234,0.0,
100000007020162100,terminal,0.5878,13,0.221,1010,Конечная точка в данных: получает от 1 плательщ. (86 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,86395.0,0.0,1.0,0.0,1,0,0,0,0.00030999,0.0,1,0,0,0.0,0.0,0.5051,0.0,
100000004664515100,terminal,0.5487,3,0.2209,1011,Конечная точка в данных: получает от 1 плательщ. (38 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,37691.0,0.0,1.0,0.0,1,0,0,0,0.00029264,0.0,1,0,0,0.0,0.0,0.2909,0.0,
100000002481735100,terminal,0.5203,4,0.2209,1012,Конечная точка в данных: получает от 1 плательщ. (22 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,2,0,22436.0,0.0,1.0,0.0,1,0,0,1,0.0003627,0.0,1,0,0,0.0,0.0,0.18,0.0,
100000003922499100,terminal,0.5657,29,0.2207,1013,Конечная точка в данных: получает от 1 плательщ. (50 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,50000.0,0.0,1.0,0.0,1,0,0,0,0.00053524,0.0,0,0,0,0.0,0.0,0.3623,0.0,
100000005308954100,peripheral,0.7708,4,0.2206,1014,"Периферия, явных признаков нет: получает от 1 плательщ. (69 тыс ₸); платит 1 получат. (30 тыс ₸); отдаёт дальше 43% полученного",3,False,False,1,0,1,1,1,1,69020.0,30000.0,0.5653,0.0,1,0,0,0,0.00035945,1.981e-05,1,0,0,0.0,0.6409,0.5305,0.8211,
100000001737722100,terminal,0.5994,37,0.2205,1015,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (60 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,2,0,1,0,1,0,60460.0,0.0,1.0,0.0,1,0,0,0,0.00031878,0.0,1,0,0,0.0,0.0,0.4317,0.0,
100000001110358100,terminal,0.6074,2,0.2205,1016,Конечная точка в данных: деньги от 2 seed; получает от 2 плательщ. (32 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,2,0,2,0,32000.0,0.0,1.0,0.0,2,0,0,0,0.00029299,0.0,2,0,1,0.8414,0.0,0.2957,0.0,
100000005413948100,peripheral,0.7593,11,0.2204,1017,"Периферия, явных признаков нет: получает от 2 плательщ. (28 тыс ₸); платит 1 получат. (5 тыс ₸); отдаёт дальше 18% полученного",2,False,False,1,0,2,1,2,1,28215.0,5000.0,0.8228,0.0,1,0,0,0,0.00185204,2.18e-05,1,0,0,0.731,0.5835,0.2907,0.7939,
100000003843844100,peripheral,0.7295,3,0.2204,1018,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (17 тыс ₸); платит 1 получат. (238 тыс ₸); отдаёт в 14.3 раза больше видимого входа",3,False,False,2,0,1,1,1,1,16680.0,238000.0,0.0,0.0,1,0,0,0,0.00029174,1.922e-05,1,0,0,0.0,0.6409,0.7335,0.7297,
100000003001564100,peripheral,0.7295,4,0.2202,1019,"Периферия, явных признаков нет: получает от 1 плательщ. (24 тыс ₸); платит 1 получат. (180 тыс ₸); отдаёт в 7.7 раза больше видимого входа",1,False,False,1,1,1,1,1,1,23520.0,180000.0,0.0,0.0,1,0,0,0,0.0002881,1.922e-05,1,0,0,0.0,0.6476,0.6815,0.7558,
100000003237045100,peripheral,0.6942,4,0.22,1020,"Периферия, явных признаков нет: получает от 1 плательщ. (340 тыс ₸); платит 1 получат. (150 тыс ₸); отдаёт дальше 44% полученного",2,False,False,1,0,1,1,2,1,340200.0,150000.0,0.5591,0.0,1,0,0,0,0.00039413,0.0,1,1,0,0.0,0.5835,0.8221,0.0,
100000004644615100,peripheral,0.758,16,0.22,1021,"Периферия, явных признаков нет: получает от 1 плательщ. (51 тыс ₸); платит 2 получат. (380 тыс ₸); отдаёт в 7.5 раза больше видимого входа; 5% уходит ≤2 дн. после поступления",3,False,False,1,0,1,2,1,14,50810.0,379665.0,0.0,0.0458,1,0,0,0,0.00037437,1.19e-06,0,0,0,0.0,0.8363,0.8338,0.6954,
100000008028628100,terminal,0.5721,35,0.2199,1022,Конечная точка в данных: получает от 1 плательщ. (57 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,57224.0,0.0,1.0,0.0,1,0,0,0,0.00029758,0.0,1,0,0,0.0,0.0,0.4183,0.0,
100000002622822100,peripheral,0.71,11,0.2199,1023,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (750 тыс ₸); по обороту выше 96% узлов 4-го колена",4,False,True,0,0,1,0,1,0,750000.0,0.0,,0.0,1,0,0,0,0.00090769,0.0,0,0,0,0.0,,0.9639,0.0,volume
100000008297199100,terminal,0.5788,2,0.2198,1024,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (42 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,1,0,1,0,42268.0,0.0,1.0,0.0,1,0,0,0,0.0002966,0.0,1,0,0,0.0,0.0,0.3528,0.0,
100000000785800100,peripheral,0.35,26,0.2197,1025,"Периферия, явных признаков нет: получает от 1 плательщ. (19 тыс ₸); платит 1 получат. (19 тыс ₸); отдаёт дальше 100% полученного; 100% уходит ≤2 дн. после поступления",2,False,False,1,0,1,1,1,1,19000.0,19000.0,0.0,1.0,1,0,0,0,0.0003567,0.0,1,0,0,0.0,0.5835,0.3189,0.0,
100000002969048100,terminal,0.5994,21,0.2197,1026,Конечная точка в данных: получает от 1 плательщ. (108 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,108470.0,0.0,1.0,0.0,1,0,0,0,0.00030613,0.0,1,0,0,0.0,0.0,0.551,0.0,
100000002236528100,terminal,0.5773,3,0.2197,1027,Конечная точка в данных: получает от 1 плательщ. (66 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,66000.0,0.0,1.0,0.0,1,0,0,0,0.00030724,0.0,1,0,0,0.0,0.0,0.4569,0.0,
100000003275398100,peripheral,0.6975,6,0.2195,1028,"Периферия, явных признаков нет: получает от 1 плательщ. (300 тыс ₸); платит 1 получат. (20 тыс ₸); отдаёт дальше 7% полученного",2,False,False,1,0,1,1,1,1,300000.0,20000.0,0.9333,0.0,1,1,0,0,0.00043425,0.0,1,0,0,0.0,0.5835,0.7505,0.0,
100000003888271100,peripheral,0.6698,19,0.2194,1029,"Периферия, явных признаков нет: получает от 1 плательщ. (12 тыс ₸); платит 2 получат. (26 тыс ₸); отдаёт в 2.1 раза больше видимого входа; 27% уходит ≤2 дн. после поступления; повтор. маршрутов: 2",1,False,False,1,1,1,2,2,3,12177.0,25590.0,0.0,0.27,1,0,0,2,0.00029139,4e-07,1,1,0,0.0,0.7834,0.293,0.6794,
100000005053653100,peripheral,0.6943,3,0.2193,1030,"Периферия, явных признаков нет: деньги от 2 seed; получает от 2 плательщ. (63 тыс ₸); платит 1 получат. (25 тыс ₸); отдаёт дальше 40% полученного",2,False,False,2,0,2,1,2,1,63073.0,25000.0,0.6036,0.0,1,0,0,0,0.0003136,1.922e-05,2,0,0,0.731,0.5835,0.4946,0.7354,
100000004410489100,terminal,0.5698,3,0.2193,1031,Конечная точка в данных: получает от 1 плательщ. (54 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,54000.0,0.0,1.0,0.0,1,0,0,0,0.00031422,0.0,1,0,0,0.0,0.0,0.3991,0.0,
100000003086040100,terminal,0.4884,2,0.2193,1032,Конечная точка в данных: получает от 1 плательщ. (10 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,10500.0,0.0,1.0,0.0,1,0,0,1,0.00054806,0.0,1,0,0,0.0,0.0,0.0716,0.0,
100000006048193100,terminal,0.5783,2,0.2193,1033,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (42 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,1,0,1,0,41559.0,0.0,1.0,0.0,1,0,0,0,0.00029641,0.0,1,0,0,0.0,0.0,0.3477,0.0,
100000008745489100,terminal,0.5713,35,0.2192,1034,Конечная точка в данных: получает от 1 плательщ. (56 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,55539.0,0.0,1.0,0.0,1,0,0,0,0.00029723,0.0,1,0,0,0.0,0.0,0.414,0.0,
100000007793871100,terminal,0.5305,13,0.2192,1035,Конечная точка в данных: получает от 1 плательщ. (26 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,3,0,26000.0,0.0,1.0,0.0,1,0,0,0,0.00068723,0.0,1,0,0,0.0,0.0,0.2398,0.0,
